participant,session,frame_id,angle,surface,has_contact,handedness,clicked_key,depth_cam1_90_path,depth_cam2_30_path,depth_cam3_60_path,depth_depth_cam_path,rgb_cam1_90_path,rgb_cam2_30_path,rgb_cam3_60_path,rgb_depth_cam_path
P01,P01_white_desk_typing_151301,000144,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000144.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000144.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000144.png,data\P01\P01_white_desk_typing_151301\depth\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000144.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000144.png
P01,P01_white_desk_typing_151301,000144,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000144.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000144.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000144.png,data\P01\P01_white_desk_typing_151301\depth\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000144.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000144.png
P01,P01_white_desk_typing_151301,000144,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000144.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000144.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000144.png,data\P01\P01_white_desk_typing_151301\depth\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000144.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000144.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000144.png
P01,P01_white_desk_typing_151301,000145,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000145.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000145.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000145.png,data\P01\P01_white_desk_typing_151301\depth\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000145.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000145.png
P01,P01_white_desk_typing_151301,000145,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000145.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000145.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000145.png,data\P01\P01_white_desk_typing_151301\depth\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000145.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000145.png
P01,P01_white_desk_typing_151301,000145,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000145.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000145.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000145.png,data\P01\P01_white_desk_typing_151301\depth\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000145.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000145.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000145.png
P01,P01_white_desk_typing_151301,000146,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000146.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000146.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000146.png,data\P01\P01_white_desk_typing_151301\depth\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000146.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000146.png
P01,P01_white_desk_typing_151301,000146,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000146.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000146.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000146.png,data\P01\P01_white_desk_typing_151301\depth\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000146.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000146.png
P01,P01_white_desk_typing_151301,000146,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000146.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000146.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000146.png,data\P01\P01_white_desk_typing_151301\depth\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000146.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000146.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000146.png
P01,P01_white_desk_typing_151301,000147,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000147.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000147.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000147.png,data\P01\P01_white_desk_typing_151301\depth\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000147.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000147.png
P01,P01_white_desk_typing_151301,000147,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000147.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000147.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000147.png,data\P01\P01_white_desk_typing_151301\depth\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000147.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000147.png
P01,P01_white_desk_typing_151301,000147,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000147.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000147.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000147.png,data\P01\P01_white_desk_typing_151301\depth\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000147.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000147.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000147.png
P01,P01_white_desk_typing_151301,000148,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000148.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000148.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000148.png,data\P01\P01_white_desk_typing_151301\depth\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000148.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000148.png
P01,P01_white_desk_typing_151301,000148,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000148.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000148.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000148.png,data\P01\P01_white_desk_typing_151301\depth\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000148.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000148.png
P01,P01_white_desk_typing_151301,000148,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000148.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000148.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000148.png,data\P01\P01_white_desk_typing_151301\depth\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000148.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000148.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000148.png
P01,P01_white_desk_typing_151301,000149,45,white_desk,True,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000149.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000149.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000149.png,data\P01\P01_white_desk_typing_151301\depth\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000149.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000149.png
P01,P01_white_desk_typing_151301,000149,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000149.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000149.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000149.png,data\P01\P01_white_desk_typing_151301\depth\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000149.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000149.png
P01,P01_white_desk_typing_151301,000149,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000149.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000149.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000149.png,data\P01\P01_white_desk_typing_151301\depth\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000149.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000149.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000149.png
P01,P01_white_desk_typing_151301,000150,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000150.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000150.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000150.png,data\P01\P01_white_desk_typing_151301\depth\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000150.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000150.png
P01,P01_white_desk_typing_151301,000150,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000150.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000150.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000150.png,data\P01\P01_white_desk_typing_151301\depth\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000150.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000150.png
P01,P01_white_desk_typing_151301,000150,45,white_desk,False,Right,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000150.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000150.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000150.png,data\P01\P01_white_desk_typing_151301\depth\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000150.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000150.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000150.png
P01,P01_white_desk_typing_151301,000151,45,white_desk,True,Left,y,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000151.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000151.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000151.png,data\P01\P01_white_desk_typing_151301\depth\000151.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000151.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000151.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000151.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000151.png
P01,P01_white_desk_typing_151301,000152,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000152.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000152.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000152.png,data\P01\P01_white_desk_typing_151301\depth\000152.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000152.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000152.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000152.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000152.png
P01,P01_white_desk_typing_151301,000153,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000153.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000153.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000153.png,data\P01\P01_white_desk_typing_151301\depth\000153.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000153.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000153.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000153.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000153.png
P01,P01_white_desk_typing_151301,000154,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000154.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000154.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000154.png,data\P01\P01_white_desk_typing_151301\depth\000154.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000154.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000154.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000154.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000154.png
P01,P01_white_desk_typing_151301,000155,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000155.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000155.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000155.png,data\P01\P01_white_desk_typing_151301\depth\000155.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000155.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000155.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000155.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000155.png
P01,P01_white_desk_typing_151301,000156,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000156.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000156.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000156.png,data\P01\P01_white_desk_typing_151301\depth\000156.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000156.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000156.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000156.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000156.png
P01,P01_white_desk_typing_151301,000157,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000157.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000157.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000157.png,data\P01\P01_white_desk_typing_151301\depth\000157.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000157.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000157.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000157.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000157.png
P01,P01_white_desk_typing_151301,000158,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000158.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000158.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000158.png,data\P01\P01_white_desk_typing_151301\depth\000158.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000158.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000158.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000158.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000158.png
P01,P01_white_desk_typing_151301,000159,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000159.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000159.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000159.png,data\P01\P01_white_desk_typing_151301\depth\000159.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000159.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000159.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000159.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000159.png
P01,P01_white_desk_typing_151301,000160,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000160.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000160.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000160.png,data\P01\P01_white_desk_typing_151301\depth\000160.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000160.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000160.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000160.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000160.png
P01,P01_white_desk_typing_151301,000161,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000161.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000161.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000161.png,data\P01\P01_white_desk_typing_151301\depth\000161.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000161.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000161.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000161.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000161.png
P01,P01_white_desk_typing_151301,000162,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000162.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000162.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000162.png,data\P01\P01_white_desk_typing_151301\depth\000162.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000162.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000162.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000162.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000162.png
P01,P01_white_desk_typing_151301,000163,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000163.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000163.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000163.png,data\P01\P01_white_desk_typing_151301\depth\000163.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000163.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000163.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000163.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000163.png
P01,P01_white_desk_typing_151301,000164,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000164.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000164.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000164.png,data\P01\P01_white_desk_typing_151301\depth\000164.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000164.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000164.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000164.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000164.png
P01,P01_white_desk_typing_151301,000165,45,white_desk,False,Left,,data\P01\P01_white_desk_typing_151301\depth_cam1_90\000165.png,data\P01\P01_white_desk_typing_151301\depth_cam2_30\000165.png,data\P01\P01_white_desk_typing_151301\depth_cam3_60\000165.png,data\P01\P01_white_desk_typing_151301\depth\000165.png,data\P01\P01_white_desk_typing_151301\rgb_cam1_90\000165.png,data\P01\P01_white_desk_typing_151301\rgb_cam2_30\000165.png,data\P01\P01_white_desk_typing_151301\rgb_cam3_60\000165.png,data\P01\P01_white_desk_typing_151301\rgb_depth_cam\000165.png
P01,P01_white_desk_typing_195923,000028,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000028.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000028.png
P01,P01_white_desk_typing_195923,000029,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000029.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000029.png
P01,P01_white_desk_typing_195923,000029,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000029.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000029.png
P01,P01_white_desk_typing_195923,000030,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000030.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000030.png
P01,P01_white_desk_typing_195923,000030,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000030.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000030.png
P01,P01_white_desk_typing_195923,000031,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000031.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000031.png
P01,P01_white_desk_typing_195923,000031,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000031.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000031.png
P01,P01_white_desk_typing_195923,000032,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000032.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000032.png
P01,P01_white_desk_typing_195923,000032,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000032.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000032.png
P01,P01_white_desk_typing_195923,000033,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000033.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000033.png
P01,P01_white_desk_typing_195923,000033,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000033.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000033.png
P01,P01_white_desk_typing_195923,000034,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000034.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000034.png
P01,P01_white_desk_typing_195923,000034,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000034.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000034.png
P01,P01_white_desk_typing_195923,000035,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000035.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000035.png
P01,P01_white_desk_typing_195923,000035,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000035.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000035.png
P01,P01_white_desk_typing_195923,000036,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000036.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000036.png
P01,P01_white_desk_typing_195923,000036,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000036.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000036.png
P01,P01_white_desk_typing_195923,000037,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000037.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000037.png
P01,P01_white_desk_typing_195923,000037,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000037.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000037.png
P01,P01_white_desk_typing_195923,000038,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000038.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000038.png
P01,P01_white_desk_typing_195923,000038,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000038.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000038.png
P01,P01_white_desk_typing_195923,000039,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000039.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000039.png
P01,P01_white_desk_typing_195923,000039,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000039.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000039.png
P01,P01_white_desk_typing_195923,000040,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000040.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000040.png
P01,P01_white_desk_typing_195923,000040,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000040.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000040.png
P01,P01_white_desk_typing_195923,000041,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000041.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000041.png
P01,P01_white_desk_typing_195923,000041,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000041.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000041.png
P01,P01_white_desk_typing_195923,000042,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000042.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000042.png
P01,P01_white_desk_typing_195923,000042,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000042.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000042.png
P01,P01_white_desk_typing_195923,000043,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000043.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000043.png
P01,P01_white_desk_typing_195923,000043,45,white_desk,False,Right,,,,,data\P01\P01_white_desk_typing_195923\depth\000043.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000043.png
P01,P01_white_desk_typing_195923,000044,45,white_desk,False,Left,,,,,data\P01\P01_white_desk_typing_195923\depth\000044.png,,,,data\P01\P01_white_desk_typing_195923\rgb_depth_cam\000044.png
